Market,	Sum(Quote amounts),	Sum(Base amounts),	Quote/BTS ticker,	Base/BTS ticker,	Volume in BTS,	Trade count
BRIDGE.BTC/BRIDGE.WCF,	16408958,	1715266488038,	82700.6731834797135248,	0,	13570.318728394,	65
BRIDGE.BTC/BRIDGE.ATHR,	995565,	169972648733,	82700.6731834797135248,	0,	823.33895697911,	13
BRIDGE.DIN/BRIDGE.BTC,	109259260,	590,	0.000001,	82700.6731834797135248,	1.0925926e-05,	1
BRIDGE.BTC/BRIDGE.SND,	122046635,	3157915101381,	82700.6731834797135248,	0,	100933.38874278,	277
BRIDGE.XBI/BRIDGE.BTC,	2650372331,	610343,	0,	82700.6731834797135248,	504.75776972825,	10
BRIDGE.BTC/RUDEX.BTC,	9313185,	9247426,	82700.6731834797135248,	84911.5565,	7702.0666898229,	31
BRIDGE.BTC/BRIDGE.PRX,	95230757,	623719757157,	82700.6731834797135248,	0.000286000000000286,	78756.477116724,	281
BRIDGE.HASH/BRIDGE.BTC,	19986676,	3,	0.0000323,	82700.6731834797135248,	6.455696348e-05,	1
BRIDGE.BETX/BRIDGE.BTC,	1119449541285,	122020,	0.005,	82700.6731834797135248,	559.7247706425,	1
BRIDGE.NPXS/BRIDGE.BTC,	45741,	741,	0,	82700.6731834797135248,	0.61281198828958,	2
BRIDGE.BTC/BRIDGE.EXUS,	420,	100061994,	82700.6731834797135248,	0.00180999999993001,	0.34734282737061,	2
BRIDGE.BTC/BRIDGE.RUPX,	151299,	17000016702,	82700.6731834797135248,	0.00781300000001553,	125.12529151987,	1
BRIDGE.BTC/BRIDGE.AEG,	526644,	94043633562,	82700.6731834797135248,	0.00082786412329826,	435.5381332804,	2
BRIDGE.BTC/BRIDGE.XDOGE,	6596921,	129596363,	82700.6731834797135248,	0.04,	5455.6980763823,	27
BRIDGE.MIDAS/BRIDGE.BTC,	235909968958,	33954703,	0,	82700.6731834797135248,	28080.767958451,	59
BRIDGE.TES/BRIDGE.BTC,	22223,	1,	0,	82700.6731834797135248,	0.0008270067318348,	1
BRIDGE.BTC/BRIDGE.INGY,	1409142,	3817781851,	82700.6731834797135248,	0,	1165.3699201111,	3
BRIDGE.BTC/BRIDGE.DKPC,	17719974,	621594055218,	82700.6731834797135248,	0,	14654.537785938,	35
BRIDGE.ENCO/BRIDGE.BTC,	1132252253,	12568,	0,	82700.6731834797135248,	10.3938206057,	1
BRIDGE.BTC/BRIDGE.BTCC,	1940165,	4904664573,	82700.6731834797135248,	2.33300004875988739,	1604.5295158703,	5
BRIDGE.PAC/BRIDGE.BTC,	6113078499,	12226199,	0.00012020000000110584,	82700.6731834797135248,	73.479203558656,	17
BRIDGE.BTC/BRIDGE.DEV,	181550,	958058438,	82700.6731834797135248,	0.60000002400000096,	150.14307216461,	2
BRIDGE.MOBI/BRIDGE.BTC,	48505604756,	448878798,	0,	82700.6731834797135248,	371225.78772391,	215
BRIDGE.NEET/BRIDGE.BTC,	80113638,	2115,	0.02500010000008749,	82700.6731834797135248,	0.20028489613708,	2
BRIDGE.WC/BRIDGE.BTC,	392076492,	821430,	0,	82700.6731834797135248,	679.32813973106,	8
BRIDGE.BTC/BRIDGE.XORN,	100,	6720552,	82700.6731834797135248,	0,	0.08270067318348,	1
BRIDGE.YCE/BRIDGE.BTC,	416320,	5,	0.000001,	82700.6731834797135248,	4.1632e-07,	1
BRIDGE.BTC/BRIDGE.ADD,	35516,	628601769,	82700.6731834797135248,	0,	29.371971087845,	1
BRIDGE.BTDX/BRIDGE.BTC,	204491194,	1745,	0,	82700.6731834797135248,	1.4431267470517,	3
BRIDGE.MERI/BRIDGE.BTC,	125549286925,	69101438,	0,	82700.6731834797135248,	57147.354405465,	2
BRIDGE.NRG/BRIDGE.BTC,	748705,	25113,	16,	82700.6731834797135248,	11.97928,	2
BRIDGE.BEET/BRIDGE.BTC,	9949290618399,	55250485,	0.444550149299133,	82700.6731834797135248,	44229.586298297,	23
BRIDGE.PRTX/BRIDGE.BTC,	1136476546,	1544,	0.02080299563137091,	82700.6731834797135248,	2.3642116621594,	3
BRIDGE.BTC/BRIDGE.STONE,	148381,	47303114584,	82700.6731834797135248,	0.00653600000003383,	122.71208587638,	8
BRIDGE.VTAR/BRIDGE.BTC,	11296000000,	11296,	0.000130370000003067,	82700.6731834797135248,	1.4726595200346,	2
BRIDGE.BTC/BRIDGE.ZNY,	259637506,	1229245516165,	82700.6731834797135248,	0.2,	214721.9652988,	292
BRIDGE.ZCR/BRIDGE.BTC,	121239,	85,	0.0001394239282134,	82700.6731834797135248,	1.6903617632664e-06,	1
BRIDGE.BTC/BRIDGE.OLMP,	16997794,	19945730626491,	82700.6731834797135248,	0.00799995540094549,	14057.290064341,	6
BRIDGE.XDNA/BRIDGE.BTC,	727798718,	371177,	0.11236000000179776,	83266.1691542288557213,	81.775463955788,	10
BRIDGE.GOSS/BRIDGE.BTC,	78866667,	4732,	0.0000102000000000285,	83266.1691542288557213,	0.0080444000340225,	2
BRIDGE.MEDIC/BRIDGE.BTC,	10756923066,	144246,	0.019880715705765407,	83266.1691542288557213,	213.85532934394,	2
BRIDGE.XSG/BRIDGE.BTC,	895800704,	135363,	0,	83266.1691542288557213,	112.71158455224,	9
BRIDGE.TRAID/BRIDGE.BTC,	11577774980,	390730,	0.03125,	83266.1691542288557213,	361.805468125,	16
BRIDGE.FLN/BRIDGE.BTC,	73037942045,	135769530,	0,	83266.1691542288557213,	113050.0865097,	150
BRIDGE.BTC/BRIDGE.LCC,	5370989,	22965722361,	83266.1691542288557213,	0.1000001000001,	4472.216785995,	40
BRIDGE.BTC/BRIDGE.IFX,	19046297,	391207235123,	83266.1691542288557213,	1.92307692307692307,	15859.121877637,	46
BRIDGE.BTC/BRIDGE.GRLC,	1,	142836,	83266.1691542288557213,	0.00021100000000004,	0.00083266169154229,	1
BRIDGE.SATC/BRIDGE.BTC,	2776808620,	5412,	0,	83266.1691542288557213,	4.5063650746269,	1
BRIDGE.PRX/BRIDGE.BTC,	196245731773,	22751116,	0.000286000000000286,	83266.1691542288557213,	56.126279287134,	119
BRIDGE.XSH/BRIDGE.BTC,	29929588590,	1047765,	0.020966000000735906,	83266.1691542288557213,	627.50375439997,	28
BRIDGE.KNG/BRIDGE.BTC,	16670067311,	1335414,	0.00101310000000019,	83266.1691542288557213,	1.6888445192777,	3
BRIDGE.DSR/BRIDGE.BTC,	2082412683,	15433,	0.0000901,	83266.1691542288557213,	0.01876253827383,	2
BRIDGE.BTC/BRIDGE.CCBC,	51,	10000066,	83266.1691542288557213,	0,	0.042465746268657,	1
BRIDGE.BTC/BRIDGE.XMN,	77137,	16811462669,	83266.1691542288557213,	0.0000739,	64.229024900498,	3
BRIDGE.VRSC/BRIDGE.BTC,	1914895,	387,	0,	83266.1691542288557213,	0.32224007462687,	2
BRIDGE.GMCN/BRIDGE.BTC,	45894512456,	28522,	0.00001102,	83266.1691542288557213,	0.050575752726512,	3
BRIDGE.BTC/BRIDGE.LOBS,	85550,	4580756940,	83266.1691542288557213,	0.00100010000000566,	71.234207711443,	5
BRIDGE.FLASH/BRIDGE.BTC,	6076924,	316,	0.034900000075849333,	83266.1691542288557213,	0.21208464806093,	1
BRIDGE.DVD/BRIDGE.BTC,	168862086,	1064,	0,	83266.1691542288557213,	0.885952039801,	2
BRIDGE.YOKE/BRIDGE.BTC,	7545500000,	30182,	0.000066770000000037,	83266.1691542288557213,	0.50381303500028,	6
BRIDGE.NZL/BRIDGE.BTC,	55760540594,	558085,	0.01000009999789994,	83266.1691542288557213,	55.761098187696,	3
BRIDGE.BTC/BRIDGE.XZC,	192457,	13628668,	83266.1691542288557213,	0.09524100000151779,	160.25157116915,	2
BRIDGE.XUEZ/BRIDGE.BTC,	5397269591,	303024,	0,	83266.1691542288557213,	252.31647641791,	5
BRIDGE.BTCHP/BRIDGE.BTC,	208595293,	9912753,	0,	83266.1691542288557213,	8253.9696808209,	11
BRIDGE.CMM/BRIDGE.BTC,	135518520,	18295,	0.000125100000000113,	83266.1691542288557213,	0.016953366852015,	3
BRIDGE.CCBC/BRIDGE.BTC,	10842321239,	37558,	0,	83266.1691542288557213,	31.273107810945,	3
BRIDGE.INGY/BRIDGE.BTC,	362311880,	44443,	0,	83266.1691542288557213,	37.005983557214,	2
BRIDGE.BTC/BRIDGE.SCH,	4658,	144278312,	83266.1691542288557213,	0,	3.878538159204,	4
BRIDGE.BTC/BRIDGE.PDX,	29,	1000000,	83266.1691542288557213,	0.01136500000026452,	0.024147189054726,	1
BRIDGE.POLY/BRIDGE.BTC,	8109428572,	56766,	0.007668709291024135,	83266.1691542288557213,	62.188850234993,	1
BRIDGE.BIR/BRIDGE.BTC,	449355675,	282988,	0.011251000000201336,	83266.1691542288557213,	5.0557006995155,	4
BRIDGE.BTC/BRIDGE.ZEC,	4833843,	37098964,	83266.1691542288557213,	0,	4024.9558890299,	12
BRIDGE.THRL/BRIDGE.BTC,	588725000000,	117745,	0,	83266.1691542288557213,	98.041750870647,	2
BRIDGE.PARQ/BRIDGE.BTC,	207743627381,	129373346,	0,	83266.1691542288557213,	107724.22912085,	69
BRIDGE.IC/BRIDGE.BTC,	2952023403,	60546,	1.3999906374974695,	83266.1691542288557213,	41.328051258734,	9
BRIDGE.WCF/BRIDGE.BTC,	1617693670186,	15219427,	0,	83266.1691542288557213,	12672.633830124,	84
BRIDGE.BTC/BRIDGE.AGM,	141839,	7883657202,	83266.1691542288557213,	0.0000111519980533,	118.10390166667,	4
BRIDGE.LUX/BRIDGE.BTC,	18431496721,	19284994,	5.02515000895645048,	83266.1691542288557213,	9262.1035912614,	10
BRIDGE.BTC/BRIDGE.GBX,	7125396,	17266064719,	83266.1691542288557213,	3.00000030000003,	5933.0442862687,	17
BRIDGE.VTC/BRIDGE.BTC,	747133618,	757070,	3.80001000314633228,	83266.1691542288557213,	283.91152220869,	6
BRIDGE.BTC/BRIDGE.RESC,	238088,	477944685,	83266.1691542288557213,	0,	198.24675681592,	2
BRIDGE.BNB/BRIDGE.BTC,	521,	164,	11.250521742945829112,	83266.1691542288557213,	0.0058615218280748,	1
BRIDGE.LCC/BRIDGE.BTC,	46655717558,	10298517,	0.1000001000001,	83266.1691542288557213,	4665.5764213764,	62
BRIDGE.BTC/BRIDGE.CARE,	18748,	2279803935,	83266.1691542288557213,	0.0000012,	15.610741393035,	3
BRIDGE.BTC/BRIDGE.SUQA,	3746775,	5751397049,	83266.1691542288557213,	0.1,	3119.7960093284,	22
BRIDGE.SINS/BRIDGE.BTC,	83372911975,	505410614,	0,	82600.2560607937884607,	417470.46132243,	384
BRIDGE.BTC/BRIDGE.BTCHP,	9901080,	214842486,	82600.2560607937884607,	0,	8178.317432784,	14
BRIDGE.VITAE/BRIDGE.BTC,	204266761,	309947,	1000000,	82600.2560607937884607,	20426676.1,	2
BRIDGE.BTC/BRIDGE.XDNA,	1934914,	3233909668,	82600.2560607937884607,	0.11236000000179776,	1598.2439185561,	14
BRIDGE.BTC/BRIDGE.XBI,	801,	3000019,	82600.2560607937884607,	0,	0.66162805104696,	3
BRIDGE.BTC/BRIDGE.EPIC,	13251929,	243712491023,	82600.2560607937884607,	0.00010110000000001,	10946.127286995,	10
BRIDGE.BTC/BRIDGE.ACED,	8323902,	64339296165,	82600.2560607937884607,	0,	6875.5643662495,	20
BRIDGE.BTC/BRIDGE.WAGE,	12475,	3534083799,	82600.2560607937884607,	0.01943000000018011,	10.304381943584,	2
BRIDGE.BTC/BRIDGE.XAP,	3775675,	64631811620,	82600.2560607937884607,	0.02,	3118.7172180234,	13
BRIDGE.BTC/BRIDGE.XP,	37755,	13248983260,	82600.2560607937884607,	0.00015,	31.185726675753,	1
BRIDGE.FLM/BRIDGE.BTC,	82220707484,	197483,	0.01052700000003866,	82600.2560607937884607,	86.553738768725,	8
BRIDGE.LTC/BRIDGE.BTC,	4147289323,	60256950,	995.4245096019513782,	82600.2560607937884607,	41283.134405247,	125
BRIDGE.BTC/BRIDGE.PGN,	4466,	24836874,	82600.2560607937884607,	0.00121448000020325537,	3.6889274356751,	1
BRIDGE.IMPL/BRIDGE.BTC,	149838241,	4645,	0,	82600.2560607937884607,	3.8367818940239,	2
BRIDGE.TRTT/BRIDGE.BTC,	10182877049,	1847051,	0.00105700000000102,	82600.2560607937884607,	10.763301040803,	5
BRIDGE.SUQA/BRIDGE.BTC,	11871814580,	7371693,	0.1,	82600.2560607937884607,	11871.81458,	48
BRIDGE.XMR/BRIDGE.BTC,	7986134,	10105654,	0,	82600.2560607937884607,	8347.2960806179,	13
BRIDGE.BTC/BRIDGE.TZC,	85033,	996858793,	82600.2560607937884607,	0,	70.237475736175,	2
BRIDGE.BECN/BRIDGE.BTC,	122228254794,	5677298,	0.00019394879751745,	82600.2560607937884607,	2.3706023039953,	33
BRIDGE.OYS/BRIDGE.BTC,	240000000,	24,	0.001300000000052,	82600.2560607937884607,	0.031200000001248,	2
BRIDGE.XMCC/BRIDGE.BTC,	8269253934,	300811,	0.05319220000006288,	82600.2560607937884607,	43.985980910863,	20
BRIDGE.BTC/BRIDGE.1X2,	105543544,	91531408520,	82600.2560607937884607,	0,	87179.237599637,	89
BRIDGE.ITZ/BRIDGE.BTC,	37597500000,	15039,	899.99999,	82600.2560607937884607,	3383774.9624025,	3
BRIDGE.BTC/BRIDGE.CHEESE,	2826,	114242947,	82600.2560607937884607,	0.0005410000000262926,	2.334283236278,	2
BRIDGE.SHARD/BRIDGE.BTC,	130650796,	74079,	0.040178990007549471,	82600.2560607937884607,	5.2494170269624,	4
BRIDGE.BZL/BRIDGE.BTC,	7419425262,	12984,	0.0010111999999999,	82600.2560607937884607,	0.075025228249337,	3
BRIDGE.CDZC/BRIDGE.BTC,	5045762,	8982,	0,	82600.2560607937884607,	7.4191549993805,	2
BRIDGE.BTC/BRIDGE.ESCO,	2449311,	55293220790,	82600.2560607937884607,	0.17500000000875,	2023.1371577252,	8
BRIDGE.LTX/BRIDGE.BTC,	4837436260,	1451,	0.0000212,	82600.2560607937884607,	0.0102553648712,	2
BRIDGE.VEGI/BRIDGE.BTC,	8933913045,	20548,	0.00468735352020249,	82600.2560607937884607,	4.1876408760664,	4
BRIDGE.CIV/BRIDGE.BTC,	48400000,	484,	0.01031000000013464,	82600.2560607937884607,	0.049900400000652,	2
BRIDGE.BTC/BRIDGE.BCH,	1216919,	33470474,	82600.2560607937884607,	8325.3899082568807339,	1005.1782100525,	1
BRIDGE.BTC/BRIDGE.ALQO,	12859862,	24695605337,	82600.2560607937884607,	0.121513200005831807,	10622.278941065,	14
BRIDGE.AXS/BRIDGE.BTC,	7204525971,	55507,	0.00005212,	82600.2560607937884607,	0.037549989360852,	12
BRIDGE.ARION/BRIDGE.BTC,	626800000,	6268,	0.00018880000000001,	82600.2560607937884607,	0.011833984000001,	4
BRIDGE.BTC/BRIDGE.GIC,	13748023,	20624894120,	82600.2560607937884607,	0,	11355.902201297,	31
BRIDGE.XZX/BRIDGE.BTC,	4169866667,	31274,	0.05668934240362811,	82600.2560607937884607,	23.638699926304,	1
BRIDGE.PLUS/BRIDGE.BTC,	15352942,	1044,	0.0005001,	82600.2560607937884607,	0.00076780062942,	1
BRIDGE.SND/BRIDGE.BTC,	329800718968,	12632312,	0,	82600.2560607937884607,	10434.322058398,	68
BRIDGE.SCN/BRIDGE.BTC,	1314881004,	23775,	0,	82600.2560607937884607,	19.638210878454,	3
BRIDGE.PCR/BRIDGE.BTC,	370758468555,	273571845,	0,	82600.2560607937884607,	225971.04448024,	132
BRIDGE.BTC/BRIDGE.WVC,	1280019,	32266783,	82600.2560607937884607,	0,	1057.2989716268,	2
BRIDGE.GCR/BRIDGE.BTC,	70727,	36,	0,	82600.2560607937884607,	0.029736092181886,	1
BRIDGE.BTC/BRIDGE.MIDAS,	98359588,	679385485672,	82600.2560607937884607,	0,	81245.271548342,	121
BRIDGE.XVG/BRIDGE.BTC,	187644656236,	297478,	0.1251000000063738,	82600.2560607937884607,	234.7434649632,	4
BRIDGE.RUPX/BRIDGE.BTC,	7338937323,	37349,	0.00781300000001553,	82600.2560607937884607,	5.7339117304713,	3
BRIDGE.DC/BRIDGE.BTC,	832635,	1,	0.00100110000000046,	82600.2560607937884607,	8.3355089850038e-05,	1
BRIDGE.CTSC/BRIDGE.BTC,	81021089,	73,	0,	82600.2560607937884607,	0.060298186924379,	2
BRIDGE.MONK/BRIDGE.BTC,	32404065839,	3617088,	9.99999996761527328,	82600.2560607937884607,	32404.06573406,	16
BRIDGE.RACE/BRIDGE.BTC,	4007553957,	55705,	0.0010001,	82600.2560607937884607,	0.40079547123957,	2
BRIDGE.BLOCK/BRIDGE.BTC,	5157763,	3405,	16.6666669027777811,	82600.2560607937884607,	0.85962717884472,	1
RUDEX.BTC/BRIDGE.BTC,	116838,	116257,	84911.5565,	82600.2560607937884607,	99.20896438347,	1
BRIDGE.MC/BRIDGE.BTC,	11041836725,	23199,	0,	82600.2560607937884607,	19.162433403544,	3
BRIDGE.CFL/BRIDGE.BTC,	8452967982,	2882155,	0.0094249294473343896,	82600.2560607937884607,	796.68626850927,	30
BRIDGE.SPD/BRIDGE.BTC,	3430964,	492,	0.11111130000032111,	82600.2560607937884607,	0.03812188702943,	3
BRIDGE.BTC/BRIDGE.PHON,	5177562,	437967923871,	82600.2560607937884607,	0,	4276.6794697064,	20
BRIDGE.QST/BRIDGE.BTC,	408269642,	4343309,	0,	82600.2560607937884607,	3587.5843555115,	5
OPEN.BTC/BRIDGE.BTC,	120432,	120125,	83682.00836820083682,	82600.2560607937884607,	100.77991631799,	8
BRIDGE.BTCC/BRIDGE.BTC,	3156954672,	1167979,	2.33300004875988739,	82600.2560607937884607,	736.51754037088,	11
GDEX.BTC/BRIDGE.BTC,	17036,	16940,	81500.0353166819705621,	82600.2560607937884607,	13.88434601655,	6
BRIDGE.STAK/BRIDGE.BTC,	183567671,	48829,	0.000333400000000111,	82600.2560607937884607,	0.06120146151142,	3
BRIDGE.BTC/BRIDGE.AEX,	13,	1015671,	82600.2560607937884607,	0.00010767531155851,	0.010738033287903,	1
BRIDGE.BTC/BRIDGE.XMR,	2023192,	1572939,	82600.2560607937884607,	0,	1671.1617726015,	9
BRIDGE.LGS/BRIDGE.BTC,	88863900445,	18032033,	0.00200010000000375,	82600.2560607937884607,	17.773668728038,	60
BRIDGE.TDC/BRIDGE.BTC,	31184000000,	31184,	0,	82600.2560607937884607,	25.758063849998,	4
BRIDGE.BTC/BRIDGE.FROST,	147826,	9988242087,	82600.2560607937884607,	0.04255317235517161,	122.10465452443,	1
BRIDGE.BTC/BRIDGE.CFUND,	67,	14087091,	82600.2560607937884607,	0,	0.055342171560732,	3
BRIDGE.PHR/BRIDGE.BTC,	82170536,	30362,	2.34368000086997401,	82600.2560607937884607,	19.258144188397,	1
BRIDGE.CATO/BRIDGE.BTC,	53776945565,	2143846,	0,	82600.2560607937884607,	1770.8222855491,	20
BRIDGE.CARE/BRIDGE.BTC,	18165737705,	110811,	0.0000012,	82600.2560607937884607,	0.021798885246,	2
BRIDGE.BTC/BRIDGE.MERI,	2178267,	3989784816,	82600.2560607937884607,	0,	1799.2541196878,	10
